trade,entry_ts,equity_before,pnl_usd,equity_after
72,1609739280.0,2297.05,1.63,2298.68
73,1609769880.0,2298.68,60.84,2359.52
74,1609771140.0,2359.52,-11.58,2347.93
75,1609777980.0,2347.93,38.62,2386.56
76,1609782120.0,2386.56,24.86,2411.42
77,1609783560.0,2411.42,-11.43,2399.99
78,1609784100.0,2399.99,-1.73,2398.26
79,1609802100.0,2398.26,-10.64,2387.62
80,1609815600.0,2387.62,9.17,2396.79
81,1609817040.0,2396.79,-23.25,2373.54
82,1609819920.0,2373.54,-0.79,2372.76
83,1609825500.0,2372.76,13.03,2385.79
84,1609826580.0,2385.79,-10.57,2375.22
85,1609827120.0,2375.22,108.76,2483.97
86,1609864200.0,2483.97,-12.93,2471.04
87,1609864740.0,2471.04,8.8,2479.84
88,1609865640.0,2479.84,46.63,2526.47
89,1609866360.0,2526.47,-11.34,2515.13
90,1609866900.0,2515.13,9.16,2524.29
91,1609867980.0,2524.29,117.58,2641.87
92,1609876080.0,2641.87,57.54,2699.41
93,1609876440.0,2699.41,42.81,2742.22
94,1609876800.0,2742.22,-10.47,2731.75
95,1609889580.0,2731.75,-34.06,2697.69
96,1609908480.0,2697.69,-11.29,2686.4
97,1609912440.0,2686.4,-11.8,2674.6
98,1609912800.0,2674.6,6.13,2680.73
99,1609918380.0,2680.73,-10.54,2670.19
100,1609928640.0,2670.19,518.41,3188.6
101,1609930620.0,3188.6,-11.18,3177.42
102,1609932420.0,3177.42,-10.64,3166.78
103,1609932960.0,3166.78,2.92,3169.71
104,1609933140.0,3169.71,-27.6,3142.11
105,1609933500.0,3142.11,-12.45,3129.65
106,1609938000.0,3129.65,104.77,3234.42
107,1609943220.0,3234.42,-11.1,3223.32
108,1609947180.0,3223.32,-11.26,3212.06
109,1609950240.0,3212.06,389.6,3601.66
110,1609950600.0,3601.66,58.6,3660.26
111,1609953840.0,3660.26,30.31,3690.57
112,1609965000.0,3690.57,-10.48,3680.09
113,1609970580.0,3680.09,14.23,3694.32
114,1609971120.0,3694.32,-12.13,3682.19
115,1609972560.0,3682.19,43.67,3725.85
116,1609975080.0,3725.85,-11.79,3714.07
117,1609976700.0,3714.07,21.98,3736.05
118,1610020620.0,3736.05,-11.12,3724.93
119,1610021160.0,3724.93,1.76,3726.69
120,1610022060.0,3726.69,-10.92,3715.77
121,1610022600.0,3715.77,9.31,3725.08
122,1610033220.0,3725.08,-10.74,3714.34
123,1610033760.0,3714.34,-10.79,3703.55
124,1610042580.0,3703.55,-10.55,3693.0
125,1610048700.0,3693.0,-10.4,3682.59
126,1610057520.0,3682.59,-10.85,3671.74
127,1610062560.0,3671.74,-10.58,3661.16
128,1610063640.0,3661.16,115.03,3776.19
129,1610089740.0,3776.19,5.83,3782.02
130,1610100720.0,3782.02,-12.25,3769.78
131,1610107200.0,3769.78,12.84,3782.61
132,1610107380.0,3782.61,-10.7,3771.91
133,1610107920.0,3771.91,-19.88,3752.03
134,1610118000.0,3752.03,444.26,4196.29
135,1610127000.0,4196.29,29.71,4226.0
136,1610132940.0,4226.0,45.36,4271.36
137,1610133120.0,4271.36,-23.9,4247.46
138,1610134200.0,4247.46,-29.1,4218.36
139,1610140860.0,4218.36,-11.32,4207.04
140,1610141400.0,4207.04,-12.12,4194.92
141,1610142660.0,4194.92,33.56,4228.49
142,1610144460.0,4228.49,57.4,4285.89
143,1610145720.0,4285.89,-12.29,4273.6
144,1610147880.0,4273.6,-25.58,4248.02
145,1610149680.0,4248.02,109.82,4357.83
146,1610152020.0,4357.83,-10.66,4347.17
147,1610152560.0,4347.17,-17.64,4329.53
148,1610154000.0,4329.53,-10.89,4318.64
149,1610154540.0,4318.64,9.73,4328.36
150,1610156700.0,4328.36,-10.84,4317.52
151,1610157240.0,4317.52,9.36,4326.88
152,1610159400.0,4326.88,-29.3,4297.57
153,1610159760.0,4297.57,-25.96,4271.62
154,1610160480.0,4271.62,9.5,4281.12
155,1610160480.0,4281.12,9.57,4290.69
156,1610176500.0,4290.69,34.19,4324.88
157,1610188020.0,4324.88,-11.46,4313.41
158,1610188380.0,4313.41,94.53,4407.94
159,1610194320.0,4407.94,46.21,4454.15
160,1610199900.0,4454.15,30.54,4484.7
161,1610217900.0,4484.7,-11.12,4473.58
162,1610218440.0,4473.58,-0.94,4472.64
163,1610220960.0,4472.64,-11.85,4460.79
164,1610221500.0,4460.79,9.46,4470.24
165,1610235720.0,4470.24,8.54,4478.78
166,1610241120.0,4478.78,137.61,4616.4
167,1610242020.0,4616.4,47.47,4663.86
168,1610250480.0,4663.86,-11.8,4652.06
169,1610250660.0,4652.06,-11.5,4640.56
170,1610254080.0,4640.56,-11.15,4629.42
171,1610254620.0,4629.42,9.13,4638.55
172,1610256780.0,4638.55,-12.64,4625.9
173,1610257320.0,4625.9,-21.64,4604.26
174,1610257680.0,4604.26,-11.95,4592.31
175,1610267940.0,4592.31,-10.69,4581.62
176,1610268660.0,4581.62,17.2,4598.82
177,1610296380.0,4598.82,-10.59,4588.23
178,1610296920.0,4588.23,9.68,4597.91
179,1610313300.0,4597.91,-11.07,4586.84
180,1610313300.0,4586.84,2.21,4589.05
181,1610318520.0,4589.05,-11.89,4577.17
182,1610319420.0,4577.17,-11.09,4566.08
183,1610319780.0,4566.08,-24.82,4541.26
184,1610321400.0,4541.26,-11.4,4529.86
185,1610321580.0,4529.86,-10.59,4519.27
186,1610357940.0,4519.27,-24.97,4494.3
187,1610358660.0,4494.3,-13.53,4480.77
188,1610359200.0,4480.77,-10.98,4469.79
189,1610367480.0,4469.79,-12.75,4457.04
190,1610376660.0,4457.04,-23.38,4433.66
191,1610377560.0,4433.66,-26.36,4407.3
192,1610378460.0,4407.3,9.75,4417.05
193,1610392140.0,4417.05,18.99,4436.04
194,1610395200.0,4436.04,9.85,4445.89
195,1610405280.0,4445.89,-10.68,4435.21
196,1610405820.0,4435.21,5.77,4440.98
197,1610406180.0,4440.98,-11.16,4429.82
198,1610406720.0,4429.82,-11.21,4418.6
199,1610407260.0,4418.6,-10.82,4407.78
200,1610408160.0,4407.78,-24.49,4383.29
201,1610408520.0,4383.29,-12.86,4370.43
202,1610409060.0,4370.43,-0.74,4369.69
203,1610409060.0,4369.69,0.68,4370.37
204,1610443620.0,4370.37,38.88,4409.25
205,1610444700.0,4409.25,-12.77,4396.48
206,1610446320.0,4396.48,7.57,4404.05
207,1610447940.0,4404.05,15.28,4419.33
208,1610453880.0,4419.33,15.1,4434.42
209,1610456580.0,4434.42,-11.37,4423.05
210,1610464680.0,4423.05,199.93,4622.99
211,1610465940.0,4622.99,-23.83,4599.16
212,1610467020.0,4599.16,-11.53,4587.62
213,1610470080.0,4587.62,-24.37,4563.25
214,1610470440.0,4563.25,-11.49,4551.76
215,1610471520.0,4551.76,-10.47,4541.29
216,1610472060.0,4541.29,0.88,4542.17
217,1610481780.0,4542.17,42.97,4585.14
218,1610489340.0,4585.14,-11.18,4573.97
219,1610493660.0,4573.97,-11.18,4562.79
220,1610498880.0,4562.79,-23.58,4539.21
221,1610500140.0,4539.21,-6.63,4532.57
222,1610501400.0,4532.57,21.17,4553.74
223,1610502300.0,4553.74,-10.72,4543.02
224,1610502840.0,4543.02,-11.14,4531.88
225,1610505360.0,4531.88,-11.3,4520.59
226,1610505900.0,4520.59,8.92,4529.51
227,1610509140.0,4529.51,-10.9,4518.61
228,1610522100.0,4518.61,214.47,4733.08
229,1610555760.0,4733.08,-23.28,4709.8
230,1610567640.0,4709.8,-11.88,4697.93
231,1610578980.0,4697.93,35.67,4733.6
232,1610581140.0,4733.6,-11.2,4722.4
233,1610589780.0,4722.4,-10.93,4711.47
234,1610590320.0,4711.47,1.63,4713.1
235,1610597520.0,4713.1,184.51,4897.62
236,1610603640.0,4897.62,-12.64,4884.97
237,1610605440.0,4884.97,65.25,4950.22
238,1610607240.0,4950.22,63.87,5014.09
239,1610607240.0,5014.09,-27.24,4986.85
240,1610619480.0,4986.85,-26.03,4960.82
241,1610620380.0,4960.82,42.04,5002.86
242,1610621460.0,5002.86,42.21,5045.07
243,1610628120.0,5045.07,-13.23,5031.84
244,1610628300.0,5031.84,-11.33,5020.51
245,1610628840.0,5020.51,9.49,5030.0
246,1610640000.0,5030.0,1.55,5031.55
247,1610654040.0,5031.55,-12.21,5019.34
248,1610654220.0,5019.34,-12.07,5007.27
249,1610654760.0,5007.27,8.9,5016.17
250,1610658900.0,5016.17,36.11,5052.28
251,1610667180.0,5052.28,-10.75,5041.53
252,1610667720.0,5041.53,2.64,5044.18
253,1610670420.0,5044.18,-24.88,5019.3
254,1610673120.0,5019.3,256.41,5275.71
255,1610673300.0,5275.71,232.45,5508.16
256,1610674020.0,5508.16,192.3,5700.46
257,1610680140.0,5700.46,-12.11,5688.35
258,1610680680.0,5688.35,9.5,5697.85
259,1610713440.0,5697.85,-10.7,5687.15
260,1610721360.0,5687.15,15.62,5702.77
261,1610722800.0,5702.77,23.99,5726.76
262,1610723340.0,5726.76,19.93,5746.69
263,1610731260.0,5746.69,11.88,5758.57
264,1610731980.0,5758.57,-12.01,5746.57
265,1610734500.0,5746.57,60.42,5806.99
266,1610735220.0,5806.99,33.62,5840.6
267,1610739180.0,5840.6,-10.94,5829.66
268,1610745120.0,5829.66,-10.85,5818.81
269,1610746740.0,5818.81,-12.41,5806.4
270,1610747640.0,5806.4,-10.8,5795.6
271,1610748900.0,5795.6,204.62,6000.22
272,1610763120.0,6000.22,-24.03,5976.19
273,1610763840.0,5976.19,9.66,5985.85
274,1610776620.0,5985.85,7.87,5993.72
275,1610778240.0,5993.72,-10.08,5983.64
276,1610784720.0,5983.64,89.05,6072.69
277,1610788140.0,6072.69,16.03,6088.72
278,1610795340.0,6088.72,-11.31,6077.41
279,1610796960.0,6077.41,10.33,6087.74
280,1610798220.0,6087.74,-26.51,6061.24
281,1610798400.0,6061.24,-23.95,6037.29
282,1610801820.0,6037.29,27.64,6064.93
283,1610803080.0,6064.93,-11.65,6053.28
284,1610803260.0,6053.28,-23.62,6029.67
285,1610809200.0,6029.67,100.23,6129.89
286,1610816220.0,6129.89,178.94,6308.83
287,1610822520.0,6308.83,-10.63,6298.2
288,1610823060.0,6298.2,-15.69,6282.51
289,1610828640.0,6282.51,94.61,6377.12
290,1610852940.0,6377.12,189.95,6567.06
291,1610856180.0,6567.06,-23.93,6543.13
292,1610858340.0,6543.13,-9.75,6533.39
293,1610863200.0,6533.39,148.33,6681.72
294,1610865180.0,6681.72,-11.02,6670.7
295,1610885520.0,6670.7,-22.27,6648.43
296,1610887140.0,6648.43,5.29,6653.72
297,1610890380.0,6653.72,-11.06,6642.67
298,1610893620.0,6642.67,53.61,6696.28
299,1610897760.0,6696.28,38.7,6734.98
300,1610898480.0,6734.98,1.13,6736.11
301,1610906580.0,6736.11,-11.25,6724.86
302,1610911080.0,6724.86,-24.86,6700.0
303,1610913420.0,6700.0,-13.05,6686.95
304,1610925840.0,6686.95,-26.01,6660.94
305,1610927280.0,6660.94,-3.41,6657.54
306,1610929440.0,6657.54,57.51,6715.04
307,1610943300.0,6715.04,38.92,6753.96
308,1610948880.0,6753.96,32.6,6786.56
309,1610958780.0,6786.56,11.47,6798.03
310,1610959680.0,6798.03,-11.57,6786.45
311,1610960220.0,6786.45,0.94,6787.39
312,1610987220.0,6787.39,-26.85,6760.54
313,1610988660.0,6760.54,2.01,6762.56
314,1610994600.0,6762.56,20.24,6782.8
315,1610998200.0,6782.8,-28.7,6754.09
316,1611029700.0,6754.09,-10.4,6743.69
317,1611032400.0,6743.69,31.28,6774.97
318,1611046800.0,6774.97,161.21,6936.18
319,1611055980.0,6936.18,3.25,6939.43
320,1611073260.0,6939.43,-11.64,6927.8
321,1611087120.0,6927.8,8.41,6936.2
322,1611094860.0,6936.2,47.0,6983.2
323,1611099000.0,6983.2,-10.6,6972.6
324,1611125460.0,6972.6,9.65,6982.25
325,1611131040.0,6982.25,24.03,7006.28
326,1611131220.0,7006.28,6.35,7012.63
327,1611131580.0,7012.63,-11.64,7000.99
328,1611132120.0,7000.99,26.28,7027.27
329,1611134460.0,7027.27,248.81,7276.08
330,1611134640.0,7276.08,82.52,7358.6
331,1611135000.0,7358.6,55.9,7414.5
332,1611142200.0,7414.5,-10.48,7404.02
333,1611146340.0,7404.02,-26.81,7377.22
334,1611151560.0,7377.22,-24.13,7353.09
335,1611153540.0,7353.09,-23.24,7329.85
336,1611154440.0,7329.85,0.2,7330.05
337,1611156960.0,7330.05,-12.47,7317.58
338,1611178560.0,7317.58,31.26,7348.84
339,1611182880.0,7348.84,10.16,7359.0
340,1611186840.0,7359.0,-10.9,7348.1
341,1611194220.0,7348.1,3.49,7351.59
342,1611195480.0,7351.59,56.18,7407.77
343,1611196380.0,7407.77,49.96,7457.73
344,1611206280.0,7457.73,7.54,7465.27
345,1611220320.0,7465.27,-23.0,7442.27
346,1611223200.0,7442.27,16.91,7459.17
347,1611225900.0,7459.17,-11.4,7447.78
348,1611226620.0,7447.78,2.61,7450.39
349,1611227700.0,7450.39,8.17,7458.56
350,1611228420.0,7458.56,-10.56,7448.0
351,1611228960.0,7448.0,-0.86,7447.14
352,1611230040.0,7447.14,39.84,7486.98
353,1611244260.0,7486.98,10.88,7497.86
354,1611244620.0,7497.86,-2.13,7495.73
355,1611246420.0,7495.73,-10.72,7485.01
356,1611246780.0,7485.01,37.41,7522.42
357,1611248580.0,7522.42,-14.0,7508.42
358,1611248940.0,7508.42,-10.68,7497.74
359,1611257760.0,7497.74,-12.03,7485.71
360,1611258300.0,7485.71,8.45,7494.17
361,1611264600.0,7494.17,15.77,7509.93
362,1611265320.0,7509.93,-10.76,7499.17
363,1611265680.0,7499.17,37.23,7536.4
364,1611267120.0,7536.4,125.66,7662.06
365,1611267660.0,7662.06,37.73,7699.79
366,1611267840.0,7699.79,24.99,7724.78
367,1611272160.0,7724.78,-10.78,7713.99
368,1611272160.0,7713.99,-10.67,7703.32
369,1611273780.0,7703.32,42.02,7745.34
370,1611283680.0,7745.34,-10.76,7734.58
371,1611286740.0,7734.58,-10.91,7723.68
372,1611290160.0,7723.68,-0.46,7723.22
373,1611295020.0,7723.22,-25.93,7697.29
374,1611297180.0,7697.29,6.11,7703.4
375,1611298080.0,7703.4,10.77,7714.17
376,1611298620.0,7714.17,-23.35,7690.81
377,1611299340.0,7690.81,9.7,7700.51
378,1611302940.0,7700.51,-10.99,7689.52
379,1611308700.0,7689.52,-5.11,7684.41
380,1611308880.0,7684.41,-11.72,7672.69
381,1611309420.0,7672.69,1.47,7674.16
382,1611343260.0,7674.16,-11.14,7663.02
383,1611352980.0,7663.02,21.31,7684.33
384,1611367200.0,7684.33,58.23,7742.56
385,1611367380.0,7742.56,25.14,7767.7
386,1611375660.0,7767.7,-24.75,7742.95
387,1611376200.0,7742.95,-11.54,7731.41
388,1611376740.0,7731.41,9.11,7740.53
389,1611377460.0,7740.53,70.82,7811.34
390,1611379440.0,7811.34,76.83,7888.17
391,1611379800.0,7888.17,19.32,7907.49
392,1611386640.0,7907.49,-11.23,7896.26
393,1611391500.0,7896.26,-11.02,7885.24
394,1611394740.0,7885.24,118.66,8003.9
395,1611394920.0,8003.9,30.79,8034.69
396,1611396720.0,8034.69,-26.0,8008.68
397,1611396900.0,8008.68,24.47,8033.15
398,1611398880.0,8033.15,3.09,8036.24
399,1611399780.0,8036.24,13.29,8049.53
400,1611402660.0,8049.53,-10.94,8038.59
401,1611402660.0,8038.59,-11.39,8027.2
402,1611413100.0,8027.2,-10.82,8016.38
403,1611423360.0,8016.38,22.27,8038.65
404,1611424080.0,8038.65,74.91,8113.56
405,1611426960.0,8113.56,-10.57,8103.0
406,1611444060.0,8103.0,-26.86,8076.13
407,1611445140.0,8076.13,9.5,8085.63
408,1611451440.0,8085.63,-28.37,8057.26
409,1611452160.0,8057.26,8.6,8065.86
410,1611454140.0,8065.86,-11.22,8054.65
411,1611456120.0,8054.65,100.71,8155.35
412,1611459360.0,8155.35,14.81,8170.16
413,1611459720.0,8170.16,150.65,8320.82
414,1611463860.0,8320.82,22.4,8343.21
415,1611466200.0,8343.21,36.61,8379.82
416,1611469260.0,8379.82,-11.61,8368.21
417,1611470880.0,8368.21,-36.13,8332.08
418,1611473040.0,8332.08,-26.24,8305.84
419,1611474480.0,8305.84,-25.09,8280.75
420,1611475020.0,8280.75,-11.39,8269.37
421,1611475560.0,8269.37,9.36,8278.73
422,1611500580.0,8278.73,42.05,8320.78
423,1611508860.0,8320.78,38.56,8359.34
424,1611509580.0,8359.34,-24.64,8334.7
425,1611514080.0,8334.7,-11.38,8323.32
426,1611514620.0,8323.32,8.96,8332.28
427,1611526680.0,8332.28,-12.12,8320.16
428,1611534600.0,8320.16,139.01,8459.17
429,1611538020.0,8459.17,-25.41,8433.76
430,1611538380.0,8433.76,-11.37,8422.39
431,1611539280.0,8422.39,38.6,8460.99
432,1611541440.0,8460.99,-12.09,8448.9
433,1611541980.0,8448.9,9.12,8458.02
434,1611542700.0,8458.02,170.9,8628.92
435,1611549360.0,8628.92,76.36,8705.28
436,1611620640.0,8705.28,21.45,8726.73
437,1611620820.0,8726.73,26.66,8753.39
438,1611625500.0,8753.39,67.97,8821.36
439,1611630180.0,8821.36,-11.06,8810.3
440,1611630720.0,8810.3,-18.72,8791.58
441,1611635040.0,8791.58,54.22,8845.8
442,1611642960.0,8845.8,87.8,8933.6
443,1611649800.0,8933.6,-12.43,8921.17
444,1611650340.0,8921.17,5.06,8926.23
445,1611650520.0,8926.23,-11.11,8915.12
446,1611651060.0,8915.12,9.54,8924.65
447,1611651960.0,8924.65,18.77,8943.42
448,1611653400.0,8943.42,-24.74,8918.68
449,1611661860.0,8918.68,26.05,8944.74
450,1611678240.0,8944.74,29.69,8974.42
451,1611690300.0,8974.42,19.07,8993.5
452,1611691020.0,8993.5,47.54,9041.03
453,1611695700.0,9041.03,-11.19,9029.84
454,1611696240.0,9029.84,-23.62,9006.22
455,1611707220.0,9006.22,68.38,9074.6
456,1611707940.0,9074.6,14.29,9088.89
457,1611710640.0,9088.89,-26.3,9062.59
458,1611711900.0,9062.59,-23.91,9038.68
459,1611724500.0,9038.68,-28.44,9010.24
460,1611724860.0,9010.24,-11.74,8998.5
461,1611725760.0,8998.5,-23.72,8974.78
462,1611727560.0,8974.78,2.71,8977.49
463,1611737820.0,8977.49,52.73,9030.21
464,1611749880.0,9030.21,-10.9,9019.31
465,1611750420.0,9019.31,-26.16,8993.15
466,1611757440.0,8993.15,65.48,9058.64
467,1611760500.0,9058.64,-23.56,9035.07
468,1611760680.0,9035.07,-25.3,9009.78
469,1611764640.0,9009.78,-11.29,8998.48
470,1611783180.0,8998.48,13.34,9011.82
471,1611796680.0,9011.82,6.2,9018.01
472,1611801360.0,9018.01,-11.82,9006.2
473,1611836100.0,9006.2,-25.48,8980.72
474,1611836820.0,8980.72,-10.09,8970.63
475,1611850500.0,8970.63,-27.89,8942.73
476,1611862200.0,8942.73,-11.48,8931.25
477,1611867960.0,8931.25,-22.79,8908.46
478,1611871560.0,8908.46,-11.62,8896.85
479,1611873540.0,8896.85,-28.33,8868.51
480,1611887220.0,8868.51,-11.0,8857.51
481,1611887760.0,8857.51,5.49,8863.0
482,1611903960.0,8863.0,-12.36,8850.64
483,1611914400.0,8850.64,-23.39,8827.26
484,1611916020.0,8827.26,-25.02,8802.23
485,1611916380.0,8802.23,-26.67,8775.56
486,1611923400.0,8775.56,-12.83,8762.74
487,1611923940.0,8762.74,6.19,8768.93
488,1611930240.0,8768.93,-11.87,8757.06
489,1611936720.0,8757.06,-27.74,8729.32
490,1611945720.0,8729.32,-25.19,8704.12
491,1611946620.0,8704.12,-27.42,8676.7
492,1611947160.0,8676.7,-13.2,8663.5
493,1611947700.0,8663.5,9.29,8672.78
494,1611949500.0,8672.78,14.66,8687.45
495,1611966420.0,8687.45,-12.13,8675.31
496,1611966600.0,8675.31,-12.93,8662.38
497,1611966960.0,8662.38,3.28,8665.66
498,1611967140.0,8665.66,3.86,8669.53
499,1611967860.0,8669.53,-26.72,8642.8
500,1611968580.0,8642.8,-13.02,8629.78
501,1611969120.0,8629.78,8.63,8638.41
502,1611982260.0,8638.41,-11.44,8626.97
503,1611990180.0,8626.97,-25.24,8601.73
504,1612002240.0,8601.73,49.72,8651.45
505,1612007100.0,8651.45,-11.25,8640.2
506,1612007820.0,8640.2,9.03,8649.23
507,1612011420.0,8649.23,-12.0,8637.23
508,1612011960.0,8637.23,-4.57,8632.65
509,1612017720.0,8632.65,18.62,8651.28
510,1612019700.0,8651.28,73.68,8724.96
511,1612025640.0,8724.96,27.84,8752.79
512,1612045080.0,8752.79,-22.49,8730.31
513,1612046340.0,8730.31,9.75,8740.06
514,1612055880.0,8740.06,43.04,8783.1
515,1612056240.0,8783.1,59.62,8842.72
516,1612065060.0,8842.72,175.25,9017.97
517,1612065240.0,9017.97,31.11,9049.08
518,1612067580.0,9049.08,-11.28,9037.8
519,1612068300.0,9037.8,117.14,9154.94
520,1612068300.0,9154.94,9.37,9164.31
521,1612074600.0,9164.31,-23.01,9141.3
522,1612083780.0,9141.3,47.18,9188.48
523,1612084500.0,9188.48,-0.71,9187.77
524,1612088820.0,9187.77,48.38,9236.15
525,1612089000.0,9236.15,-22.99,9213.16
526,1612090620.0,9213.16,9.6,9222.76
527,1612090980.0,9222.76,-11.61,9211.15
528,1612091520.0,9211.15,1.54,9212.69
529,1612095660.0,9212.69,38.57,9251.26
530,1612098900.0,9251.26,-11.01,9240.26
531,1612100160.0,9240.26,31.22,9271.48
532,1612100880.0,9271.48,-27.05,9244.42
533,1612119060.0,9244.42,20.9,9265.33
534,1612128060.0,9265.33,-11.28,9254.04
535,1612137780.0,9254.04,40.52,9294.56
536,1612140300.0,9294.56,-108.56,9186.01
537,1612140840.0,9186.01,80.74,9266.74
538,1612141200.0,9266.74,-113.85,9152.89
539,1612141740.0,9152.89,-57.5,9095.4
540,1612177740.0,9095.4,-111.55,8983.85
541,1612178280.0,8983.85,86.04,9069.89
542,1612180260.0,9069.89,-102.36,8967.53
543,1612183500.0,8967.53,368.36,9335.89
544,1612188000.0,9335.89,379.53,9715.42
545,1612192500.0,9715.42,-126.21,9589.21
546,1612193040.0,9589.21,-141.81,9447.39
547,1612196280.0,9447.39,85.02,9532.42
548,1612199160.0,9532.42,608.37,10140.79
549,1612199700.0,10140.79,-105.87,10034.92
550,1612200240.0,10034.92,-103.87,9931.05
551,1612200780.0,9931.05,-95.13,9835.92
552,1612216080.0,9835.92,-104.33,9731.6
553,1612225260.0,9731.6,-250.54,9481.06
554,1612225620.0,9481.06,-278.5,9202.56
555,1612227240.0,9202.56,-107.33,9095.23
556,1612228140.0,9095.23,-107.88,8987.34
557,1612228860.0,8987.34,-288.2,8699.14
558,1612230480.0,8699.14,77.65,8776.79
559,1612232820.0,8776.79,247.46,9024.25
560,1612235520.0,9024.25,331.52,9355.77
561,1612238760.0,9355.77,-111.09,9244.68
562,1612239300.0,9244.68,14.19,9258.87
563,1612242180.0,9258.87,246.83,9505.7
564,1612245600.0,9505.7,-104.5,9401.2
565,1612254240.0,9401.2,-100.04,9301.16
566,1612263240.0,9301.16,-106.14,9195.02
567,1612273860.0,9195.02,-106.48,9088.54
568,1612274400.0,9088.54,-63.8,9024.74
569,1612283220.0,9024.74,-237.27,8787.47
570,1612286280.0,8787.47,184.75,8972.22
571,1612291680.0,8972.22,64.12,9036.34
572,1612292040.0,9036.34,-234.23,8802.11
573,1612292940.0,8802.11,88.11,8890.22
574,1612296540.0,8890.22,1720.04,10610.26
575,1612296720.0,10610.26,844.18,11454.44
576,1612300140.0,11454.44,-100.76,11353.68
577,1612301040.0,11353.68,85.34,11439.03
578,1612309320.0,11439.03,-253.68,11185.35
579,1612312380.0,11185.35,-213.13,10972.22
580,1612313460.0,10972.22,-19.81,10952.41
581,1612317240.0,10952.41,689.91,11642.32
582,1612320840.0,11642.32,-108.37,11533.95
583,1612323180.0,11533.95,-100.17,11433.79
584,1612323720.0,11433.79,5.66,11439.45
585,1612340460.0,11439.45,-98.15,11341.3
586,1612358640.0,11341.3,-117.93,11223.38
587,1612359180.0,11223.38,85.15,11308.53
588,1612360080.0,11308.53,320.93,11629.46
589,1612363500.0,11629.46,-110.15,11519.31
590,1612363860.0,11519.31,-226.86,11292.45
591,1612366920.0,11292.45,-105.93,11186.52
592,1612367280.0,11186.52,4.97,11191.48
593,1612367460.0,11191.48,-91.11,11100.37
594,1612369980.0,11100.37,-273.25,10827.12
595,1612374660.0,10827.12,385.86,11212.98
596,1612375020.0,11212.98,113.3,11326.29
597,1612393560.0,11326.29,-102.35,11223.94
598,1612409040.0,11223.94,-259.98,10963.96
599,1612410480.0,10963.96,89.95,11053.91
600,1612413180.0,11053.91,-104.72,10949.19
601,1612413720.0,10949.19,84.1,11033.3
602,1612420560.0,11033.3,1500.3,12533.6
603,1612420740.0,12533.6,338.63,12872.23
604,1612425780.0,12872.23,-266.22,12606.01
605,1612426140.0,12606.01,-106.78,12499.24
606,1612437300.0,12499.24,399.94,12899.17
607,1612444140.0,12899.17,-116.76,12782.41
608,1612445760.0,12782.41,342.64,13125.05
609,1612461240.0,13125.05,108.15,13233.2
610,1612461600.0,13233.2,-106.63,13126.57
611,1612464660.0,13126.57,492.28,13618.85
612,1612465560.0,13618.85,-100.95,13517.9
613,1612468440.0,13517.9,-109.62,13408.28
614,1612469160.0,13408.28,2250.04,15658.32
615,1612470780.0,15658.32,179.93,15838.25
616,1612499400.0,15838.25,-99.91,15738.35
617,1612500300.0,15738.35,88.1,15826.45
618,1612502100.0,15826.45,-106.81,15719.64
619,1612502640.0,15719.64,-45.79,15673.84
620,1612510200.0,15673.84,-268.25,15405.59
621,1612510920.0,15405.59,88.97,15494.56
622,1612512180.0,15494.56,-101.84,15392.72
623,1612512720.0,15392.72,-103.23,15289.5
624,1612512720.0,15289.5,-82.4,15207.1
625,1612521720.0,15207.1,-111.21,15095.89
626,1612523520.0,15095.89,-127.19,14968.7
627,1612524060.0,14968.7,38.5,15007.2
628,1612530540.0,15007.2,-239.83,14767.37
629,1612531260.0,14767.37,-248.96,14518.4
630,1612538820.0,14518.4,-101.93,14416.47
631,1612546560.0,14416.47,-220.82,14195.65
632,1612549980.0,14195.65,-99.76,14095.89
633,1612554300.0,14095.89,-108.62,13987.26
634,1612565100.0,13987.26,-104.45,13882.81
635,1612568880.0,13882.81,130.07,14012.88
636,1612600740.0,14012.88,84.58,14097.46
637,1612619280.0,14097.46,-105.69,13991.78
638,1612624500.0,13991.78,-97.76,13894.01
639,1612634040.0,13894.01,-225.53,13668.48
640,1612636380.0,13668.48,382.54,14051.02
641,1612636560.0,14051.02,-119.06,13931.96
642,1612637100.0,13931.96,-28.05,13903.91
643,1612637820.0,13903.91,-41.6,13862.31
644,1612656180.0,13862.31,-101.24,13761.08
645,1612656360.0,13761.08,-101.36,13659.72
646,1612656900.0,13659.72,-2.95,13656.77
647,1612657080.0,13656.77,-78.37,13578.4
648,1612668780.0,13578.4,740.03,14318.43
649,1612668960.0,14318.43,-105.5,14212.93
650,1612675620.0,14212.93,-237.75,13975.18
651,1612676520.0,13975.18,-21.47,13953.71
652,1612676880.0,13953.71,333.65,14287.36
653,1612679940.0,14287.36,180.65,14468.01
654,1612680660.0,14468.01,31.92,14499.93
655,1612693980.0,14499.93,-100.49,14399.44
656,1612694520.0,14399.44,-6.81,14392.63
657,1612698120.0,14392.63,1241.37,15634.0
658,1612704420.0,15634.0,1025.12,16659.12
659,1612704600.0,16659.12,357.21,17016.33
660,1612705680.0,17016.33,-211.73,16804.59
661,1612717920.0,16804.59,-103.31,16701.28
662,1612721880.0,16701.28,197.83,16899.11
663,1612724580.0,16899.11,234.9,17134.01
664,1612731960.0,17134.01,103.45,17237.46
